Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Variant Image
undersaddle-xl,UNDERSADDLE XL,"La sacoche de selle Undersaddle XL possède des fermetures zippées qui permettent de faire barrage à la pluie et aux éclaboussures de la roue afin qu’elles ne pénètrent pas dans la sacoche, notamment si vous voulez vous en servir en hiver.",Castelli,,UNDERSADDLE XL,TRUE,Size,UNI,undersaddle-xl-m,95 g,deny,25,manual,,"44,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/02-8900105-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI3Mjd8aW1hZ2UvanBlZ3xoZjMvaGYyLzg4NDUwMzUzMzk4MDYvMDJfODkwMDEwNV8wMTAuanBnfDMwZWJhN2YwYzRmZWM2Y2Q2Y2FlMzI0YjIxMWIzMzUyZTM5ZmY5MGJkOGY3MmFmMDlhNmVkNjNjNTIwMjE3ZWQ,UNDERSADDLE XL Image,https://castellicycling.kleecks-cdn.com/medias/02-8900105-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI3Mjd8aW1hZ2UvanBlZ3xoZjMvaGYyLzg4NDUwMzUzMzk4MDYvMDJfODkwMDEwNV8wMTAuanBnfDMwZWJhN2YwYzRmZWM2Y2Q2Y2FlMzI0YjIxMWIzMzUyZTM5ZmY5MGJkOGY3MmFmMDlhNmVkNjNjNTIwMjE3ZWQ
gear-duffle-bag-2,GEAR DUFFLE BAG 2,"Conçu pour transporter vos affaires de courses pour 3 semaines, ce sac est idéal pour emporter tout l'équipement nécessaire pour les changements de météo et de types de terrains.",Castelli,,GEAR DUFFLE BAG 2,TRUE,Size,UNI,gear-duffle-bag-2-m,770 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900110-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQwNjV8aW1hZ2UvanBlZ3xoZTkvaDk3Lzg4NDUwMDU5MTQxNDIvMDFfODkwMDExMF8wMTAuanBnfDZiMGRlNjZiMzUwNTI0YjBiM2VhMjFlNmIyMTlmNTdmMjY4ZmI4MTAzYmE1MDQ4YjJhZTk1NzgwZTE5ODk0NmQ,GEAR DUFFLE BAG 2 Image,https://castellicycling.kleecks-cdn.com/medias/01-8900110-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQwNjV8aW1hZ2UvanBlZ3xoZTkvaDk3Lzg4NDUwMDU5MTQxNDIvMDFfODkwMDExMF8wMTAuanBnfDZiMGRlNjZiMzUwNTI0YjBiM2VhMjFlNmIyMTlmNTdmMjY4ZmI4MTAzYmE1MDQ4YjJhZTk1NzgwZTE5ODk0NmQ
race-rain-bag,RACE RAIN BAG,"Conçu pour offrir un accès facilité et rapide depuis la voiture d'équipe, il est idéal pour emporter votre équipement nécessaire en le rangeant de manière très organisée.",Castelli,,RACE RAIN BAG,TRUE,Size,UNI,race-rain-bag-m,528 g,deny,25,manual,,"84,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900106-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDMyOTV8aW1hZ2UvanBlZ3xoMTMvaDZjLzg4NTMwOTYzMzMzNDIvMDFfODkwMDEwNl8wMTAuanBnfDUyMTEzYjhjMDhmOTNiNjZhNmYzMGFkOTY2ZTAwN2IwYjhkNmJiMTgzN2U3MzI2YzdkNGVkYWE1ZGFmYTY0ZjI,RACE RAIN BAG Image,https://castellicycling.kleecks-cdn.com/medias/01-8900106-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDMyOTV8aW1hZ2UvanBlZ3xoMTMvaDZjLzg4NTMwOTYzMzMzNDIvMDFfODkwMDEwNl8wMTAuanBnfDUyMTEzYjhjMDhmOTNiNjZhNmYzMGFkOTY2ZTAwN2IwYjhkNmJiMTgzN2U3MzI2YzdkNGVkYWE1ZGFmYTY0ZjI
race-briefcase,RACE BRIEFCASE,,Castelli,,RACE BRIEFCASE,TRUE,Size,UNI,race-briefcase-m,739 g,deny,25,manual,,"124,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900112-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ1OTR8aW1hZ2UvanBlZ3xoYjIvaGY3Lzg4NDUwMDY2MzUwMzgvMDFfODkwMDExMl8wMTAuanBnfDJkMjA0ZDk5MmMyZDUzMTk0YzQ2ZTY2MDY5YTdjZDEyNjIxMjg4ZmU5M2NjZjQwZTVmYjNiNGQ0MDUzYjcyYTE,RACE BRIEFCASE Image,https://castellicycling.kleecks-cdn.com/medias/01-8900112-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ1OTR8aW1hZ2UvanBlZ3xoYjIvaGY3Lzg4NDUwMDY2MzUwMzgvMDFfODkwMDExMl8wMTAuanBnfDJkMjA0ZDk5MmMyZDUzMTk0YzQ2ZTY2MDY5YTdjZDEyNjIxMjg4ZmU5M2NjZjQwZTVmYjNiNGQ0MDUzYjcyYTE
giro-d'italia-velocissima-bibshort,GIRO D'ITALIA VELOCISSIMA BIBSHORT,Célébrez le Giro dans le plus grand confort.,Castelli,,GIRO D'ITALIA VELOCISSIMA BIBSHORT,TRUE,Size,"XS, S, M, L, XL",giro-d'italia-velocissima-bibshort-m,192 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510114-251.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUzMjN8aW1hZ2UvanBlZ3xoMTcvaDk1LzkwNjkxMzMwMDQ4MzAvMDFfOTUxMDExNF8yNTEuanBnfGQyMDY3MmFiMGRlMGJjMmQ3MWU4NWUzOTE0N2MxNzU0NDU1YTYwYjc3YjY4NGY5NjZhZmZlYTJiNmUzNmFlZTE,GIRO D'ITALIA VELOCISSIMA BIBSHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-9510114-251.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUzMjN8aW1hZ2UvanBlZ3xoMTcvaDk1LzkwNjkxMzMwMDQ4MzAvMDFfOTUxMDExNF8yNTEuanBnfGQyMDY3MmFiMGRlMGJjMmQ3MWU4NWUzOTE0N2MxNzU0NDU1YTYwYjc3YjY4NGY5NjZhZmZlYTJiNmUzNmFlZTE
giro-d'italia-velocissima-short,GIRO D'ITALIA VELOCISSIMA SHORT,Célébrez le Giro dans le plus grand confort.,Castelli,,GIRO D'ITALIA VELOCISSIMA SHORT,TRUE,Size,"XS, S, M, L, XL",giro-d'italia-velocissima-short-m,164 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510115-251.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU0OTR8aW1hZ2UvanBlZ3xoOTYvaDljLzkwNjkxMzMyNjY5NzQvMDFfOTUxMDExNV8yNTEuanBnfGEzZTVlZGI1ZjQwM2JmY2FhYmNlMWZhN2YxNjYzY2FhZDRiMzYxNGZlYzhlYzkwOTY3NGEyNDk3MTVkODRmZjQ,GIRO D'ITALIA VELOCISSIMA SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-9510115-251.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU0OTR8aW1hZ2UvanBlZ3xoOTYvaDljLzkwNjkxMzMyNjY5NzQvMDFfOTUxMDExNV8yNTEuanBnfGEzZTVlZGI1ZjQwM2JmY2FhYmNlMWZhN2YxNjYzY2FhZDRiMzYxNGZlYzhlYzkwOTY3NGEyNDk3MTVkODRmZjQ
giro-cycling-cap,GIRO CYCLING CAP,Célébrez le Giro,Castelli,,GIRO CYCLING CAP,TRUE,Size,UNI,giro-cycling-cap-m,38 g,deny,25,manual,,"24,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510211-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI5OTh8aW1hZ2UvanBlZ3xoOWQvaGIwLzkwNjkxMzM4MjQwMzAvMDFfOTUxMDIxMV8wMjUuanBnfDBiNzc4NWM2ODhkODRmZTg0MWYwNmE2MDk2MzkwZjM1OTM5NzM2MDI1OTA3Yjg3MjgwNzBjMTZkYTYwOTJhMDQ,GIRO CYCLING CAP Image,https://castellicycling.kleecks-cdn.com/medias/01-9510211-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI5OTh8aW1hZ2UvanBlZ3xoOWQvaGIwLzkwNjkxMzM4MjQwMzAvMDFfOTUxMDIxMV8wMjUuanBnfDBiNzc4NWM2ODhkODRmZTg0MWYwNmE2MDk2MzkwZjM1OTM5NzM2MDI1OTA3Yjg3MjgwNzBjMTZkYTYwOTJhMDQ
rolling-travel-bag,ROLLING TRAVEL BAG,Un sac idéal pour les courses du week-end.,Castelli,,ROLLING TRAVEL BAG,TRUE,Size,UNI,rolling-travel-bag-m,3264 g,deny,25,manual,,"279,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900100-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQxMDh8aW1hZ2UvanBlZ3xoODQvaGNiLzg4NTMwOTU2NDUyMTQvMDFfODkwMDEwMF8wMTAuanBnfDg0M2ViYTkzMmQ1OWFhMWM4ZjQzNTE0NGYyMDdlZThkMmY3YmNhYzhiODZmMDFiNDQ2NjRkM2ZiZjZmNDc1OTc,ROLLING TRAVEL BAG Image,https://castellicycling.kleecks-cdn.com/medias/01-8900100-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQxMDh8aW1hZ2UvanBlZ3xoODQvaGNiLzg4NTMwOTU2NDUyMTQvMDFfODkwMDEwMF8wMTAuanBnfDg0M2ViYTkzMmQ1OWFhMWM4ZjQzNTE0NGYyMDdlZThkMmY3YmNhYzhiODZmMDFiNDQ2NjRkM2ZiZjZmNDc1OTc
pro-race-rain-bag,PRO RACE RAIN BAG,,Castelli,,PRO RACE RAIN BAG,TRUE,Size,UNI,pro-race-rain-bag-m,689 g,deny,25,manual,,"112,47 €","149,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900111-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ2NDR8aW1hZ2UvanBlZ3xoYmMvaGU2Lzg4NDUwMDYxNDM1MTgvMDFfODkwMDExMV8wMTAuanBnfGEzZTA2OGNmMDcwN2E2ZWU3Mzg5MjA5ODRjNjIwNWZjMWNlMDQwZmI5NmU1N2IyODIxNGU1YmVkMTdkOGI4M2I,PRO RACE RAIN BAG Image,https://castellicycling.kleecks-cdn.com/medias/01-8900111-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ2NDR8aW1hZ2UvanBlZ3xoYmMvaGU2Lzg4NDUwMDYxNDM1MTgvMDFfODkwMDExMV8wMTAuanBnfGEzZTA2OGNmMDcwN2E2ZWU3Mzg5MjA5ODRjNjIwNWZjMWNlMDQwZmI5NmU1N2IyODIxNGU1YmVkMTdkOGI4M2I
undersaddle-mini,UNDERSADDLE MINI,"Léger et smart, il saura se faire discret jusqu'au moment où vous en aurez besoin.",Castelli,,UNDERSADDLE MINI,TRUE,Size,UNI,undersaddle-mini-m,81 g,deny,25,manual,,"35,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900104-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI2MDF8aW1hZ2UvanBlZ3xoM2IvaDczLzg4NTMwOTYxMDM5NjYvMDFfODkwMDEwNF8wMTAuanBnfDdmYWY3MTkyMTJlNzQxMDViZTExMGI2MGNkOTllNTNkNWFjMTMwN2ExY2RmNWExMGNjYjI0YTRjOWRiODdkMDA,UNDERSADDLE MINI Image,https://castellicycling.kleecks-cdn.com/medias/01-8900104-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI2MDF8aW1hZ2UvanBlZ3xoM2IvaDczLzg4NTMwOTYxMDM5NjYvMDFfODkwMDEwNF8wMTAuanBnfDdmYWY3MTkyMTJlNzQxMDViZTExMGI2MGNkOTllNTNkNWFjMTMwN2ExY2RmNWExMGNjYjI0YTRjOWRiODdkMDA
weekender-duffle,WEEKENDER DUFFLE,,Castelli,,WEEKENDER DUFFLE,TRUE,Size,UNI,weekender-duffle-m,666 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8900113-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQyNjF8aW1hZ2UvanBlZ3xoZDkvaGZlLzg4NDUwMDY4NjQ0MTQvMDFfODkwMDExM18wMTAuanBnfDEyNDVlNTlkZmFiNmZhZTJhYjcwOGM5ZjM0YTY4NjZkNDNlM2M1NzA2YzM3ZmQxZmZhNmI0ODlkYzc0NzU3YmI,WEEKENDER DUFFLE Image,https://castellicycling.kleecks-cdn.com/medias/01-8900113-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQyNjF8aW1hZ2UvanBlZ3xoZDkvaGZlLzg4NDUwMDY4NjQ0MTQvMDFfODkwMDExM18wMTAuanBnfDEyNDVlNTlkZmFiNmZhZTJhYjcwOGM5ZjM0YTY4NjZkNDNlM2M1NzA2YzM3ZmQxZmZhNmI0ODlkYzc0NzU3YmI
-6-fast-feet-booties,-6 FAST FEET BOOTIES,Accessoire couvre-chaussettes et mollets idéal pour favoriser l’aérodynamisme et réduire la traînée.,Castelli,,-6 FAST FEET BOOTIES,TRUE,Size,"S, M, L, XL, XXL",-6-fast-feet-booties-m,101 g,deny,25,manual,,"59,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8623089-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM2MDd8aW1hZ2UvanBlZ3xoNDMvaDM0LzkwNDk1NjA5MDc4MDYvMDFfODYyMzA4OV8wMTAuanBnfGZmNGJhMjhiMjQyOGZkY2E1YjE1ZDI3ZTMxZjQxM2Y3NmU1MGZkZWJiOTQ0NWNiYTNlMDYzYzAzOGY3Mjg1NzQ,-6 FAST FEET BOOTIES Image,https://castellicycling.kleecks-cdn.com/medias/01-8623089-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM2MDd8aW1hZ2UvanBlZ3xoNDMvaDM0LzkwNDk1NjA5MDc4MDYvMDFfODYyMzA4OV8wMTAuanBnfGZmNGJhMjhiMjQyOGZkY2E1YjE1ZDI3ZTMxZjQxM2Y3NmU1MGZkZWJiOTQ0NWNiYTNlMDYzYzAzOGY3Mjg1NzQ
giro105-competizione-w-jersey,GIRO105 COMPETIZIONE W JERSEY,Celebrate the Giro with the Competizione jersey. Like the jersey worn by the actual race leader this jersey also uses recycled Sitip fabrics but in a women's specific cut.,Castelli,,GIRO105 COMPETIZIONE W JERSEY,TRUE,Size,"XS, S, M, L, XL",giro105-competizione-w-jersey-m,145 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510505-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMjh8aW1hZ2UvanBlZ3xoMzAvaGJjLzg4NTk2Nzg5OTg1NTgvMDFfOTUxMDUwNV8wMjUuanBnfDQ4MmFkZmYxNzM5MWZlOWZiMTliNmYzZWUyMTFjNDVkN2ZmYzVkNGI4OGE1ZGE5NGE5N2ZhNDkzMzU3YWJiYTc,GIRO105 COMPETIZIONE W JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-9510505-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMjh8aW1hZ2UvanBlZ3xoMzAvaGJjLzg4NTk2Nzg5OTg1NTgvMDFfOTUxMDUwNV8wMjUuanBnfDQ4MmFkZmYxNzM5MWZlOWZiMTliNmYzZWUyMTFjNDVkN2ZmYzVkNGI4OGE1ZGE5NGE5N2ZhNDkzMzU3YWJiYTc
giro106-w-jersey,GIRO106 W JERSEY,Suivez le Giro.,Castelli,,GIRO106 W JERSEY,TRUE,Size,"XS, S, M, L, XL",giro106-w-jersey-m,,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510614-643.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMzN8aW1hZ2UvanBlZ3xoYjMvaGViLzkwNjkxMzkxOTc5ODIvMDFfOTUxMDYxNF82NDMuanBnfGQwNmZmN2Q0ZmMwMWMxMGIyODk1ZDk1N2Q1YTY4OGU1NTUzMTRlNzQ5MzQxOGFjY2Q3NWNmZjE3NmEzNzU2MzQ,GIRO106 W JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-9510614-643.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMzN8aW1hZ2UvanBlZ3xoYjMvaGViLzkwNjkxMzkxOTc5ODIvMDFfOTUxMDYxNF82NDMuanBnfGQwNmZmN2Q0ZmMwMWMxMGIyODk1ZDk1N2Q1YTY4OGU1NTUzMTRlNzQ5MzQxOGFjY2Q3NWNmZjE3NmEzNzU2MzQ
giro-13-sock,GIRO 13 SOCK,Célébrez le Giro,Castelli,,GIRO 13 SOCK,TRUE,Size,"S/M, L/X, XXL",giro-13-sock-m,,deny,25,manual,,"17,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510610-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM3MzR8aW1hZ2UvanBlZ3xoYmMvaGJlLzkwNjkxMzg3NzE5OTgvMDFfOTUxMDYxMF8wMTAuanBnfDMyZDhjYzlmYjVhMzVlNWJkNmM3MzQyYjg0MmE0YjU2ZWIxNTk4MDAzNzY1NDk4MDdkMTMyOThjNDgzZTcwMTg,GIRO 13 SOCK Image,https://castellicycling.kleecks-cdn.com/medias/01-9510610-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM3MzR8aW1hZ2UvanBlZ3xoYmMvaGJlLzkwNjkxMzg3NzE5OTgvMDFfOTUxMDYxMF8wMTAuanBnfDMyZDhjYzlmYjVhMzVlNWJkNmM3MzQyYjg0MmE0YjU2ZWIxNTk4MDAzNzY1NDk4MDdkMTMyOThjNDgzZTcwMTg
giro-13-stripe-sock,GIRO 13 STRIPE SOCK,Célébrez le Giro,Castelli,,GIRO 13 STRIPE SOCK,TRUE,Size,"S/M, L/X, XXL",giro-13-stripe-sock-m,48 g,deny,25,manual,,"17,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510611-030.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM3NDF8aW1hZ2UvanBlZ3xoYzkvaGVmLzkwNjkxMzkwMzQxNDIvMDFfOTUxMDYxMV8wMzAuanBnfGNmOTQxMDU5Njg2OGE0ZWNjMzA5OGIyOTM3NDAxYjcyMTMyMzQ4MGQ5YWIwM2JjNWNmOTE1ZmRkODljNzZmY2E,GIRO 13 STRIPE SOCK Image,https://castellicycling.kleecks-cdn.com/medias/01-9510611-030.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM3NDF8aW1hZ2UvanBlZ3xoYzkvaGVmLzkwNjkxMzkwMzQxNDIvMDFfOTUxMDYxMV8wMzAuanBnfGNmOTQxMDU5Njg2OGE0ZWNjMzA5OGIyOTM3NDAxYjcyMTMyMzQ4MGQ5YWIwM2JjNWNmOTE1ZmRkODljNzZmY2E
giro-glove,GIRO GLOVE,Célébrez le Giro,Castelli,,GIRO GLOVE,TRUE,Size,"XS, S, M, L, XL, XXL",giro-glove-m,81 g,deny,25,manual,,"39,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510609-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUwNTB8aW1hZ2UvanBlZ3xoZDYvaGIzLzkwNjkxMzg0MTE1NTAvMDFfOTUxMDYwOV8wMjUuanBnfDQ5OGUwZTM1ODE2MDFlYTlkY2EwMzIzMDVkMmZhMzZlYjM1NTkxMWU2MzJkMzdmYzA3NjY3ZTJmMjk4NzAwZjc,GIRO GLOVE Image,https://castellicycling.kleecks-cdn.com/medias/01-9510609-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUwNTB8aW1hZ2UvanBlZ3xoZDYvaGIzLzkwNjkxMzg0MTE1NTAvMDFfOTUxMDYwOV8wMjUuanBnfDQ5OGUwZTM1ODE2MDFlYTlkY2EwMzIzMDVkMmZhMzZlYjM1NTkxMWU2MzJkMzdmYzA3NjY3ZTJmMjk4NzAwZjc
giro106-kid-jersey,GIRO106 KID JERSEY,Célébrez le Giro.,Castelli,,GIRO106 KID JERSEY,TRUE,Size,"6A, 8A, 10A, 12A",giro106-kid-jersey-m,,deny,25,manual,,"69,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510608-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcxMTd8aW1hZ2UvanBlZ3xoMTIvaDU1LzkwNjkxMzc3ODg5NTgvMDFfOTUxMDYwOF8wMjUuanBnfDVkM2JhNzJhY2UwNjNkNzVlYTY1ZGQwOWI5NjkxNzA4MTkyNmQ0ZTRkN2VkODMyMjBhMzQ0NWM2NGZjYzc5MjE,GIRO106 KID JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-9510608-025.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcxMTd8aW1hZ2UvanBlZ3xoMTIvaDU1LzkwNjkxMzc3ODg5NTgvMDFfOTUxMDYwOF8wMjUuanBnfDVkM2JhNzJhY2UwNjNkNzVlYTY1ZGQwOWI5NjkxNzA4MTkyNmQ0ZTRkN2VkODMyMjBhMzQ0NWM2NGZjYzc5MjE
giro106-competizione-w-jersey,GIRO106 COMPETIZIONE W JERSEY,Célébrez le Giro avec le maillot #Giro106 Competizione.,Castelli,,GIRO106 COMPETIZIONE W JERSEY,TRUE,Size,"XS, S, M, L, XL",giro106-competizione-w-jersey-m,127 g,deny,25,manual,,"94,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-9510605-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2NjZ8aW1hZ2UvanBlZ3xoNDcvaDNjLzkwNjkxMzcwMDI1MjYvMDFfOTUxMDYwNV8wMDEuanBnfDk2N2UwNDNiZTMwOTBiODNmZDU5NzFjNjYyOTg2YmY5NGM5MDdlZDcyYTczYTkxMDU3ZWUwZDY5MjZjOTJkOTU,GIRO106 COMPETIZIONE W JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-9510605-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2NjZ8aW1hZ2UvanBlZ3xoNDcvaDNjLzkwNjkxMzcwMDI1MjYvMDFfOTUxMDYwNV8wMDEuanBnfDk2N2UwNDNiZTMwOTBiODNmZDU5NzFjNjYyOTg2YmY5NGM5MDdlZDcyYTczYTkxMDU3ZWUwZDY5MjZjOTJkOTU
competizione-w-short,COMPETIZIONE W SHORT,,Castelli,,COMPETIZIONE W SHORT,TRUE,Size,"XS, S, M, L, XL",competizione-w-short-m,179 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232183-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxODB8aW1hZ2UvanBlZ3xoYjQvaDU4Lzg4NDA2MTkwMzI2MDYvMDFfNDIzMjE4M180MjQuanBnfDU5Zjk3NWY2NDBmNGUzNzA4YzI5NTRjYWZmMDdiZTUwZTkzMTBjZTY4ZTA5MGZkODFjOWU0NDdlZTczOGI2ZTU,COMPETIZIONE W SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-4232183-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxODB8aW1hZ2UvanBlZ3xoYjQvaDU4Lzg4NDA2MTkwMzI2MDYvMDFfNDIzMjE4M180MjQuanBnfDU5Zjk3NWY2NDBmNGUzNzA4YzI5NTRjYWZmMDdiZTUwZTkzMTBjZTY4ZTA5MGZkODFjOWU0NDdlZTczOGI2ZTU
pro-thermal-skully,PRO THERMAL SKULLY,,Castelli,,PRO THERMAL SKULLY,TRUE,Size,UNI,pro-thermal-skully-m,34 g,deny,25,manual,,"24,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232203-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM5MjB8aW1hZ2UvanBlZ3xoZDEvaDcwLzg4NDA2MTk3NTM1MDIvMDFfNDIzMjIwM180MjQuanBnfDgzMjliYzMyOGVmOGM5ZWEyNmI3ZDM0MGQ2ODI3NmM3MWIxOTI2ZmYxNjAwNWUyMzRlOGJmODFlMDIzYjE1OTk,PRO THERMAL SKULLY Image,https://castellicycling.kleecks-cdn.com/medias/01-4232203-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM5MjB8aW1hZ2UvanBlZ3xoZDEvaDcwLzg4NDA2MTk3NTM1MDIvMDFfNDIzMjIwM180MjQuanBnfDgzMjliYzMyOGVmOGM5ZWEyNmI3ZDM0MGQ2ODI3NmM3MWIxOTI2ZmYxNjAwNWUyMzRlOGJmODFlMDIzYjE1OTk
world-champion-cap,WORLD CHAMPION CAP,,Castelli,,WORLD CHAMPION CAP,TRUE,Size,UNI,world-champion-cap-m,41 g,deny,25,manual,,"22,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232242-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI0MTl8aW1hZ2UvanBlZ3xoMDcvaGMyLzg4NDA2MjM2MjAxMjYvMDFfNDIzMjI0Ml8wMDEuanBnfDE0Yjc2NDg1MGYzYjNhYzBlYTc3YzdiZDRiZGEyYmVkZTVjNDg5YTM2OWZmNjBkNWMwNzQzNjg0ZDBjZTllOWE,WORLD CHAMPION CAP Image,https://castellicycling.kleecks-cdn.com/medias/01-4232242-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI0MTl8aW1hZ2UvanBlZ3xoMDcvaGMyLzg4NDA2MjM2MjAxMjYvMDFfNDIzMjI0Ml8wMDEuanBnfDE0Yjc2NDg1MGYzYjNhYzBlYTc3YzdiZDRiZGEyYmVkZTVjNDg5YTM2OWZmNjBkNWMwNzQzNjg0ZDBjZTllOWE
pocket-notebook,POCKET NOTEBOOK,,Castelli,,POCKET NOTEBOOK,TRUE,Size,UNI,pocket-notebook-m,102 g,deny,25,manual,,"12,00 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4401229-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ3MzF8aW1hZ2UvanBlZ3xoMTUvaGZmLzg4NjU2MTYyNjUyNDYvMDFfNDQwMTIyOV8wMDEuanBnfGZmMTYxOTY5MzNiODcyMzgzZmNkY2E0MzlhMTAwNTMwY2UzOTEwZmNlZjE4NmNlMmIxMTYwNGY5ZDYzMWNlN2Q,POCKET NOTEBOOK Image,https://castellicycling.kleecks-cdn.com/medias/01-4401229-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ3MzF8aW1hZ2UvanBlZ3xoMTUvaGZmLzg4NjU2MTYyNjUyNDYvMDFfNDQwMTIyOV8wMDEuanBnfGZmMTYxOTY5MzNiODcyMzgzZmNkY2E0MzlhMTAwNTMwY2UzOTEwZmNlZjE4NmNlMmIxMTYwNGY5ZDYzMWNlN2Q
